name,creator,price,rating,ratingCount,salesCount,recommendation,affiliateRate,category,source,productUrl
"Dojo Shifter v2","Creative Dojo",0,73,273,,"RECOMMENDED","partner","template","gumroad_new","https://kFvTp"
"Endless Tweet Generator [Notion Template]","Ev Chapman",0,73,73,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ophbxk"
"University Minder","smoul",0,73,73,,"RECOMMENDED","partner","template","gumroad_new","https://mmspk"
"Life OS: Ultimate Productivity System","Brooke",18,68,68,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://yvsyx"
"Notionists Avatar Library","Heyzoish",0,73,73,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://iabwl"
"Companies for Remote Jobs","Aakash Kanojiya",5,40,40,556,"RECOMMENDED","partner","template","gumroad_new","https://ogxek"
"Ultimate Notion Formula Mastery 2.0 (updated)","Nikk",0,33,33,790,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://eyvfdn"
"Health hub","Heyismail",0,38,38,688,"RECOMMENDED","partner","template","gumroad_new","https://deczkh"
"🗞️ How I Started an Email Newsletter Business in 6-months that Now Has 50,000 subscribers and makes thousands per month","Kyle Balmer",75,35,35,643,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://fkddpe"
"80+ Notion Communities","TheVeller",0,72,72,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xovdu"
"The Ultimate Notion Resumes & Cover Letters","MideHQ",0,72,72,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://bvvlb"
"Urban Opener - After Effects Template","AND911",0,72,72,,"RECOMMENDED","partner","template","gumroad_new","https://LkiKq"
"Free August 2023 Desktop, Tablet & Phone Wallpapers","Emma Studies — Free Printables",0,72,72,,"RECOMMENDED","partner","template","gumroad_new","https://dopgb"
"Life OS 2.0","Hamza",29,67,67,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ktydr"
"Complete Finance Tracker |  Notion Template","easynotion.io",0,30,30,840,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://avjwf"
"Notion Project Management","MrPugo",0,72,72,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://nffqa"
"New Year Bundle","Chris",0,72,72,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/376061651/trmyh"
"Travel Planner","Dave",0,72,72,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/620903123/ixjkd"
"Bard for Passive Income","Onzo",0,35,35,739,"RECOMMENDED","partner","template","gumroad_new","https://uwhms"
"Notion Monthly Planner","LogiSparks",0,49,49,456,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://cblam"
"Obsidian Life OS Dashoard Setup","Prakash Joshi Pax",0,30,30,836,"RECOMMENDED","partner","template","gumroad_new","https://haecfh"
"Trading Center","misterpa",55,27,27,794,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://iuzcsn"
"The Quran Journal 1.0","AhsanaCo",13,57,57,189,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://fkoey"
"Ultimate Travel Dashboard","Anna Lenkovska",14,25,25,824,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ewdrc"
"Weekly Planner Template","Lamina Notion",0.99,66,66,,"RECOMMENDED","partner","template","gumroad_new","https://auqgn"
"FREE Habit Tracker","Musa",0,71,71,,"RECOMMENDED","partner","template","gumroad_new","https://rniys"
"FREE TV Show and Movie Tracker Notion Template","notionrat",0,71,71,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://edlazu"
"Notion Macro Tracker","Chris",10,25,25,810,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/376061651/sdxeg"
"[TEMPLATE/SYSTEM] Social media planner","adar",9,39,39,528,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://kxtxir"
"Notion Portfolio Template","Vivi Shin",0,26,26,887,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://grvpw"
"Personal Finance 101 - Gamified ChatGPT Course","TheVeller",0,70,70,,"RECOMMENDED","partner","template","gumroad_new","https://mkumb"
"How To Build Kickass Notion Products in <30 Minutes (Course)","Madison @ Systemyze",0,70,70,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://umegk"
"Sistema de Tareas de Ruben Loan - Notion Template","Ruben Loan",0,70,70,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://rjNmE"
"134 Procreate Japanese Traditional Kimono Pattern, Vintage Asian Ornamental Brushes","Brushes by Faye",8,65,65,,"RECOMMENDED","partner","template","gumroad_new","https://jyjse"
"48 Simple No-Code Digital Product Ideas + Prompts + Action Plans","Anfernee",0,70,70,,"RECOMMENDED","partner","template","gumroad_new","https://ugrqvh"
"Resume Builder (Notion Template)","Marco Elizalde",0,70,70,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vpqbvj"
"FREE Instagram Carousel Template","Lincoln Morrey",0,70,70,,"RECOMMENDED","partner","template","gumroad_new","https://edeqqh"
"UX Portfolio & Case Study + Tips (Notion template)","Joanna Wróbel",4,35,35,600,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://kimjxa"
"College OS - Academic Management System for Notion","TheVeller",30,65,65,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/661958867/nmsgg"
"Addiction Tracker","Chris",0,70,70,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/376061651/mjdkuy"
"Notion 50/30/20 Budgeting System","LogiSparks",9,46,46,377,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zohdg"
"Habit Tracker","HeySwitch",0,21,21,977,"RECOMMENDED","partner","template","gumroad_new","https://pdouo"
"Twitter Growth Cheat Sheet","Notion Punk",0,21,21,974,"RECOMMENDED","partner","template","gumroad_new","https://trkcv"
"Notion Note-Taking Template","Jeff Su",0,69,69,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ihuvv"
"Notion Covers (Pack #1)","amy",0,69,69,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://DgsFd"
"Get Things Done Notion Template","Sija",0,69,69,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zjynh"
"150+ Notion Tools and Resources","iReem",0,69,69,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ndtyp"
"150+ Historic Figures Prompt Templates","TheVeller",0,69,69,,"RECOMMENDED","partner","template","gumroad_new","https://ogdsz"
"AI Prompt Assistant - Notion Resource","My Digital Brain",0,69,69,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://tuwvbf"
"Free 2025 Monthly & Yearly Printable Calendar Templates","Emma Studies — Free Printables",0,69,69,,"RECOMMENDED","partner","template","gumroad_new","https://uygzgh"
"Website OS","TheVeller",30,64,64,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/661958867/mrluv"
"Simple Life Tracker","Dave",0,69,69,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/620903123/XNBzK"
"Recipe & Meal Planner Notion Template","The Organized Notebook",0,25,25,877,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://yivtu"
"Gym OS","Matthew",49,48,48,314,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://nwckaj"
"Notion Expense Tracker","Benny Kan",5,46,46,350,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://fggds"
"Notion Goal Trackers","Chris",0,68,68,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://sICJt"
"Notion Daily Journal","Pathpages",0,68,68,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://hbefi"
"Notion Template Box","JoyLoveDigital",0,68,68,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mowql"
"Student Planner","CLIQUE",0,68,68,,"RECOMMENDED","partner","template","gumroad_new","https://rfusfz"
"Boost Your Etsy Sales with ChatGPT: 300+ Prompts for Success","Julian | Digital 🚀",0,68,68,,"RECOMMENDED","partner","template","gumroad_new","https://vyvnj"
"Katharyne Shelton's Prompt Inspiration Book - 20 Versatile Midjourney Effects","Katharyne Shelton",0,68,68,,"RECOMMENDED","partner","template","gumroad_new","https://kzfso"
"THE LAST GPT PROMPT (GOD PROMPT)","Ross Fledderjohn",0,68,68,,"RECOMMENDED","partner","template","gumroad_new","https://pemwe"
"Free 2025 Monthly & Weekly Digital Planner","Emma Studies — Free Printables",0,68,68,,"RECOMMENDED","partner","template","gumroad_new","https://skxby"
"Free 10 Minute Study Planner Printable","Emma Studies — Free Printables",0,68,68,,"RECOMMENDED","partner","template","gumroad_new","https://icarx"
"Gamified Life OS","Kevechino",13,63,63,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mcztuh"
"Habit Tracker (Automated Notion Template)","Matt Bio",0,68,68,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/346433235/slzly"
"Super Brain Tracker","JoyLoveDigital",5,55,55,153,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ismhz"
"250 ChatGPT Prompts to 30x Your Marketing Skills | Well Structured","ET",0,40,40,541,"RECOMMENDED","partner","template","gumroad_new","https://xexac"
"Free Digital Sticky Notes (for Digital Notes, Planners, etc)","Emma Studies — Free Printables",0,67,67,,"RECOMMENDED","partner","template","gumroad_new","https://zjehqa"
"Notion Content System","Pathpages",0,67,67,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xaewk"
"Free Content Creation Tools & Resources (Notion)","Haonmade Studios",0,67,67,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://hqiqi"
"Notion Creator Resource Kit","Raiu",0,67,67,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://eojvn"
"Notion /dividers: Basic Pack","Lari Niehl",0,67,67,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://VkRqe"
"Notion Template | Social Media Planner","Lamina Notion",0,67,67,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vhldn"
"FREE Wishlist Shopping Tracker Notion Template","notionrat",0,67,67,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://tmesz"
"Project Tracker","Easlo",0,67,67,,"RECOMMENDED","partner","template","gumroad_new","https://wiebsr"
"Annual Compass","TheVeller",0,67,67,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/661958867/pyryv"
"Product Landing Page Template in Notion","TheVeller",0,67,67,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/661958867/otsxn"
"Ultimate Notion CRM Template","Lexy",9.95,34,34,556,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://jeall"
"Stoic Life Navigator","Pascio",25,34,34,555,"HIGHLY RECOMMENDED","partner","productivity","notionstack_matched","https://gumroad.com/a/919154899/xbkhy"
"Obsidian Starter Vault(Second Brain)","Prakash Joshi Pax",0,32,32,692,"RECOMMENDED","partner","template","gumroad_new","https://bqxbm"
"104 Ways to Build a ChatGPT Business","Zach Matthai",5,38,38,471,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://efjxa"
"Notion Gratitude Journal [EN]","Notioneers",9,17,17,890,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://pqply"
"Notion Meal Planning System","iReem",0,30,30,724,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://IHWqad"
"Cleaning Schedule / Household Tracker for Notion","Emma Studies — Free Printables",0,66,66,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ayxih"
"AI automation guide","Muzammil",0,66,66,,"RECOMMENDED","partner","template","gumroad_new","https://aysxo"
"Notion Habit Tracker","Joash",4,61,61,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ytrjv"
"Weekly agenda for organization and management | notion template","Stella Planners",3.5,61,61,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dsqjj"
"Social Media Planner","Notionxyz",27,61,61,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://fhogi"
"List of 100+ AI Tools","Matt Bio",0,66,66,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/346433235/ksqqd"
"2022-2023 Notion Calendars","Red Gregory",0,47,47,377,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zxzyyd"
"Spaced Repetition Flashcards for Notion","Philipp Stelzel",0,32,32,675,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://kraez"
"Ultimate Content Planner & Calender","Marcus King",9,18,18,855,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mrtbsl"
"Unlocking the Power of ChatGPT A Beginner's Handbook","Aivik",5,40,40,411,"RECOMMENDED","partner","template","gumroad_new","https://fpvlv"
"ChatGPT 0-2000 Twitter Followers","Onzo",0,38,38,549,"RECOMMENDED","partner","template","gumroad_new","https://ushjf"
"99 Ad Creation | Midjourney Prompts | Version 2","Aivik",5,37,237,469,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://rycuis"
"Business CRM","Heyismail",0,16,16,986,"RECOMMENDED","partner","template","gumroad_new","https://vozlly"
"The Ultimate Student Productivity Pack","NotionWithZon",0,25,25,805,"RECOMMENDED","partner","template","gumroad_new","https://meoaje"
"Limitless Notion Templates - 30 Days Challenge Tracker","Go Limitless",0,31,31,685,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/268767443/lligq"
"STEM Student Guide: Research, Competitions, Templates, Strategies, and More!","Rishab Jain",0,52,52,263,"RECOMMENDED","partner","template","gumroad_new","https://sszewgf"
"Everything Bundle","Easlo",0,65,65,,"RECOMMENDED","partner","bundles","notionstack_matched","https://gumroad.com/a/602107091/axszr"
"Finding Your Ikigai","Musli",5,14,14,920,"RECOMMENDED","partner","template","gumroad_new","https://vrrfd"
"Free Undated Monthly Calendar Printables","Emma Studies — Free Printables",0,65,65,,"RECOMMENDED","partner","template","gumroad_new","https://echyky"
"Notion Productivity Dashboard","Notionland",5,60,60,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://yemni"
"30+ Language Learning Resources","TheVeller",0,65,65,,"RECOMMENDED","partner","template","gumroad_new","https://njgnf"
"Resume Templates for Notion (3x)","Pascio",0,65,65,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://sgpwa"
"Free Daily 10 Minute Planner","Emma Studies — Free Printables",0,65,65,,"RECOMMENDED","partner","template","gumroad_new","https://vewju"
"Free Monthly & Yearly Printable Pack","Emma Studies — Free Printables",0,65,65,,"RECOMMENDED","partner","template","gumroad_new","https://vdszv"
"Free Monthly Digital Planner with Stickers","Emma Studies — Free Printables",0,65,65,,"RECOMMENDED","partner","template","gumroad_new","https://cqeipk"
"Client central OS","Edun kerry",0,65,65,,"RECOMMENDED","partner","template","gumroad_new","https://ycdrx"
"Doodly Social Canva Template","Solt Wagner",5,60,60,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/883590867/vjnqb"
"Bookmark Archive","Dave",0,65,65,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/620903123/dyhbq"
"Notion Trip planner","Mohamad Aizat Bin Ismail",0,27,27,755,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vybybq"
"ChatGPT Ultimate Course","Prestige Digitals",2.49,31,31,575,"RECOMMENDED","partner","template","gumroad_new","https://qmdwmo"
"Meal Planner & Macro Tracker","Matthew",0,51,51,270,"RECOMMENDED","partner","template","gumroad_new","https://aytqvh"
"Notion color palettes","Uyilo",0,39,39,503,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mueaxr"
"SaaS GTM-Strategy 1-pager - Free Notion Template","Alex Estner",0,64,64,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://wibxi"
"Notion E-wallet: Money tracker","Mohamad Aizat Bin Ismail",10,59,59,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zddqa"
"Creativity 101 - Gamified ChatGPT Course","TheVeller",0,64,64,,"RECOMMENDED","partner","template","gumroad_new","https://zgndz"
"Minimal Personal Home - Notion Template","smoul",0,64,64,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://jxajb"
"Mindfulness 101 - Gamified ChatGPT Course","TheVeller",0,64,64,,"RECOMMENDED","partner","template","gumroad_new","https://tbhjf"
"Tangent Turbo User Guide - A Guide to Rapidly Creating Books with ChatGPT and Tangent Templates - KDP and Beyond","Katharyne Shelton",0,64,64,,"RECOMMENDED","partner","template","gumroad_new","https://krnrqv"
"FREE Skincare Tracker Notion Template","notionrat",0,64,64,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://cdtke"
"Canva Templates for Notion Mockups","Raiu",0,64,64,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://caghr"
"250 Hooks, Captions, and CTA's","Steve Mellor",0,64,64,,"RECOMMENDED","partner","template","gumroad_new","https://xrfril"
"Sticky Notes","TheVeller",0,64,64,,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/661958867/wrwydn"
"Notion Invoice Template for Free","Solt Wagner",0,64,64,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/883590867/lugnh"
"Money Finance tracker with Expense, Income, Budget setup on Notion","Long Nguyen Notion",2,37,37,424,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://cktxu"
"Obsidian Starter Vault(Zettelkasten System)- Kickstart Your Obsidian Journey","Prakash Joshi Pax",0,35,35,563,"RECOMMENDED","partner","template","gumroad_new","https://hwxph"
"144 Ecommerce Copywriting Prompts","Aivik",5,40,40,362,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://hzioh"
