name,creator,price,rating,ratingCount,salesCount,type,subcategory,recommendation,affiliateRate,source,productUrl
"Smart Reading List Notion Template","Tony David",12,29,29,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/536495827/ncihw"
"The Ultimate Life Planner Notion Template","Nica of The Seeker Society",15.95,6,6,455,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zrkpwm"
"160 Automotive | Ad Creation | Midjourney Prompts","Aivik",5,19,19,191,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ufivdc"
"🎐 2023 Notion Home Hub","Krystal Maya",5,18,18,210,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lcmdt"
"Notion Subscription Tracker","9to5 Notion",0,19,19,289,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cfmml"
"420 Minimal Notion Icons + 80 Bonus Notion Covers","amy",15,15,15,269,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/NnwFN"
"Notion Knowledge Base Template","Lexy",0,23,23,203,"tool","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/sidvs"
"Google Ads OS | Notion Template | Toolkit, Guide & Performance Tracker","Harrison",29,18,18,202,"course","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/yklho"
"Mindful Moments","smartworkflows",0,14,14,381,"template","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fbgub"
"Notion Ikigai Guide Template - Find your Purpose","Theresa Dinh",0,33,33,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/aISiL"
"Notion Reading List","A.Sofy",0,33,33,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/oeoqm"
"Todos los ejemplos de Notion que salen en el canal de Ruben Loan","Ruben Loan",0,33,33,,"template","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bvcure"
"Classroom Manager: Notion Template for Teachers","Notion4Teachers",9,28,28,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ksuky"
"Prompt Paradise: ChatGPT Prompt library for Solopreneurs (250+ Prompts)","Ops & Insights",0,33,33,,"course","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nmrrq"
"Workday Tracker Notion Widget","Theresa Dinh",0,33,33,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cfinq"
"Reading Tracker + Book Summarizer | Notion Template","Imagination Labs",0,33,33,,"course","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/boxps"
"Notion Ideas Capture","Chris",0,33,33,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/pcdkl"
"Plantilla de Ruben Drive - Notion Template","Ruben Loan",0,33,33,,"template","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/TlmVy"
"25 Aesthetics Canva Template for social media posts (1080 x 1080 px)","Mohamad Aizat Bin Ismail",0,33,33,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cfqvqr"
"The Supreme Second Brain","Efficiora",0,33,33,,"template","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/oguoi"
"The Goal Getter for Notion","Ance",0,33,33,,"course","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vxffv"
"Notion Meetings (Meeting Management)","MrPugo",0,33,33,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/msonry"
"Lista de desejos | Wishlist","Arlaine Braga",0,33,33,,"template","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xmwxm"
"Notion Travel Planner","Jordi",0,33,33,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gogry"
"Online Portfolio Notion Template","Alex Noles",0,33,33,,"template","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lzyqee"
"Notion Finance Tracker","Hansel Sapkota",0,33,33,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cjmqn"
"Freelancer VA","Chris",49,28,28,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/376061651/pmtmo"
"Notion Daily, Weekly, Monthly Planners Bundle","Notion Avenue",0,10,10,459,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/irosu"
"Shopping/Groceries List Manager | Aesthetic Notion Template Download","The Notion Bar by Frances Odera Matthews",0,,,658,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/506154195/MdAOj"
"155 Technology and Gadgets | Ad Creation | Midjourney Prompts","Aivik",5,16,16,229,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xpvqx"
"Freelance Business Dashboard for Creatives: Notion Template","Ella Creative Studio",10,9,9,368,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wdcfre"
"Notion Expense Tracker","Sanat | The Accountant Guy (Finance Products)",9,14,14,266,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xilvd"
"2025 Vision Board","JNKxStudio",0,12,12,406,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xbelg"
"Notion Expense Tracker","Sanat | The Accountant Guy (Finance Products)",9,14,14,266,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/402782931/xilvd"
"The Canva Cheatsheet","Notion Freak",5,27,27,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kskij"
"Sticky Notes For Notion","Red Gregory",0,32,32,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gmaes"
"How To Get High For Free","Valdo",0,32,32,,"course","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kvllyje"
"Book Library & Reading Journal Notion Template","The Organized Notebook",10,27,27,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hqimvx"
"Task Manager: Notion Template for Teachers","Notion4Teachers",9,27,27,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xwtun"
"AI Artwork Organizer - preloaded with 50+ high quality prompt","Stable Diffusion Art Store",0,32,32,,"tool","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/inrgl"
"Currículum Vitae en Notion","Planeta Notion",0,32,32,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ibiaus"
"Aura Clock – Aesthetic Notion Widget","Gridfiti",0,32,32,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/OKAwQ"
"Notion Icons - Free Sample","Popsy",0,32,32,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zggga"
"The Supreme LifeOS","Efficiora",0,32,32,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/slvsga"
"Brand Voice and Tone Repository","Branding Board",0,32,32,,"template","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ecblx"
"Vision Space","Kevechino",0,32,32,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/tvmru"
"Minimalist Student Dashboard","HEYALBERT DIGITAL",0,32,32,,"course","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lzazhn"
"Budget Template Freebie","Em's Cozyverse",0,32,32,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/aaukd"
"Task Architect","Pascio",99,27,27,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/919154899/lgbkd"
"50 Notion Product Listing Templates (Figma Template)","Matt Bio",0,32,32,,"tool","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/346433235/vqkhgp"
"StoicOS - Second Brain","Sandrero",0,15,15,339,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ccbgt"
"Notion Habit Tracker","heycalvins",0,14,14,356,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xwars"
"Notion Budget Tracker","Sanat | The Accountant Guy (Finance Products)",9,14,14,252,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/402782931/tyffc"
"2000+ Chat GPT Prompts and more","Emiliano Vittoriosi",0,19,19,250,"tool","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zspwl"
"Notion Couple's Finance Tracker","Sanat | The Accountant Guy (Finance Products)",9,14,14,249,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/402782931/xeirh"
"Gen-Z vs Millennial Quiz | Aesthetic Notion Template Download","The Notion Bar by Frances Odera Matthews",0,6,6,508,"template","reading","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/506154195/bsMhiV"
"Travel Journal Notion Template","The Organized Notebook",0,31,31,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cpredm"
"Notion Meal Planner","Benny Kan",2,26,26,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xoubn"
"Notion Custom Template","Dave",0,31,31,,"template","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zgcbr"
"Notion Goal Tracker","Pathpages",0,31,31,,"tool","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/adukf"
"Quarterly / Monthly Goals & Reflections Tracker [Notion Template]","Product Genesis Co. by Neilda Gagné",0,31,31,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ztzoiz"
"Notion Recipe Manager Template","Organizing Wonderland",0,31,31,,"tool","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/YhMFgg"
"Webflow Pre-Launch Checklist","Rachel How",0,31,31,,"tool","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xarzg"
"CogniMark","Hunter Bohm",19,26,26,,"tool","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/quieq"
"Second brain-Notion template","Actions",1,26,26,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zvwnn"
"Notion Template Organizer","Rifqi from LessBusyMe",9,26,26,,"template","template","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ofbfhb"
"Notion Life Planner","Pathpages",59,26,26,,"course","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qidem"
"Notion Starter Pack","The Matcha Vibe",0,31,31,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jvlnh"
"Student Attendance Tracker: Notion Template for Teachers","Notion4Teachers",9,26,26,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/stqwp"
"Notion Journaling & Reflection Corner","MrPugo",0,31,31,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kzyouo"
"The Ultimate StudentOS","Efficiora",0,31,31,,"template","tracker","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/umejq"
"Muji-Inspired Notion Timeboxing Planner Template","HiCleo",0,31,31,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xssfy"
"Travel Hub Notion Template","Jeannelle Balilo",0,31,31,,"template","template","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qjaxn"
"Creating brand color palettes","Branding Board",0,31,31,,"course","student","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cwmsn"
"Custom Notion Template","noteway",889,26,26,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fhaco"
"Notion Heatmap Formula","A Nerdy Notioneer",0,31,31,,"tool","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nasyu"
"Aesthetic Matcha Study Planner","The Matcha Vibe",0,31,31,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hzcpfk"
"Business Plan Workspace [Notion Template]","NOXEN STUDIO",0,6,6,500,"tool","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/34557139/embnt"
"Printable & Digital Project Charter","TheVeller",0,31,31,,"template","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/661958867/gteod"
"Obsidian Life OS : Notion Template ⚡️","Deepak yadav",50,26,26,,"tool","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/194676435/UNnwx"
"Notion Ultimate CRM Board","Solt Wagner",15,26,26,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/883590867/vzudz"
"EntrepreneurOS","Kalir",0,14,14,337,"tool","productivity","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/dlmel"
"Tweet Planner in Notion","Jill Metcalfe",15,19,19,131,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/724314323/xrnoab"
"Habits 2.0 ft. Notion Buttons","jm💤",1,16,16,190,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cxejxn"
"Travel Planner with Notion for Digital Nomads","El Vairus Notion Templates",10,20,20,103,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wqitp"
"FOUNDERS Ideapad (Notion Template)","Julian Paul",0,30,30,,"course","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/OHyVN"
"Day Planner: A Notion Template","NellieNotion Templates Creator",0,30,30,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fzbqb"
"Bullet Journaling Template for Notion","Alyssa Lost in Space",0,30,30,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/GQJXp"
"Life OS: Ottimizza Ogni Aspetto della Tua Vita su Notion","Roberto Belotti",0,30,30,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mxmph"
"Pomodoro Room - Your Ultimate Work Focus Buddy (Notion)","Haonmade Studios",0,30,30,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/idkja"
"Project Pulse - Notion Template","Edward",18,25,25,,"template","project-management","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bxewgk"
"Identity Sculpting","TheVeller",0,30,30,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/swglc"
"Notion Template: Learn C++ in 15 steps","NellieNotion Templates Creator",0,30,30,,"course","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zitrga"
"Notion Aesthetic journal","SayfSpot",0,30,30,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wyzfhd"
"Password Manager in Notion","Neon",0,30,30,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/haxbhz"
"Meal Planner (Minimalist)","The Productivity Co.",0,30,30,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xhckc"
"Notion Link In Bio Template","Lexy",4.95,25,25,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ivgsm"
"AirBnB Guest Handbook","Pri",0,30,30,,"template","reading","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/taemkg"
"Ikigai Guide Notion Template","Theresa Dinh",0,30,30,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qtnqc"
"Notion Cover Pack - Light & Dark Landscape","Lexy",2.95,25,25,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jvhkp"
"All-In-One Planner: A Notion Template","NellieNotion Templates Creator",0,30,30,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vayfi"
"The Mastery Checklist","VISIONARY",0,30,30,,"course","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mvmqo"
"My Resource Library Notion Template","Go Limitless",0,30,30,,"template","content","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hdfces"
"Notion Database Automations Interactive Course","Ajinkya| Startup Notion",0,30,30,,"course","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wzkfwa"
"Contact List |Notion Template","Chaima",0,30,30,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/eokmf"
